uur,c_x,c_y,b_x,b_y,ster_x,ster_y
8034,162176953590.66354,-56588616281.97731,208157578551.77628,-46123474826.137054,179952043865.7552,-56689200398.90502
8035,161634479388.21756,-51248951704.67813,209544459348.33746,-49966599176.219696,179967483635.41074,-56683609129.77141
8036,162380903499.42804,-46290964300.85599,210410393653.88983,-53927952982.322655,179983606050.18048,-56676620784.228424
8037,164141017325.3677,-41930538745.61461,210751956397.8958,-57936582798.240005,180000938261.10168,-56668254024.47057
8038,166669685094.81454,-38283628841.63987,210575194236.1571,-61923727800.25332,180019896424.62735,-56658698759.27877
8039,169758884939.23276,-35407373404.49901,209894727640.1628,-65823961446.16111,180040777999.67578,-56648233691.09073
8040,173233184202.83237,-33325491386.669132,208732776527.79803,-69576080864.63943,180063775802.40314,-56637174307.84622
8041,176942264807.40936,-32043006045.09978,207118165694.76086,-73123765570.86008,180088997614.561,-56625841889.00141
8042,180753512185.04007,-31554429796.665844,205085352935.38577,-76416035536.2156,180116485541.57547,-56614545737.25847
8043,184545429772.9104,-31847997121.729507,202673509821.74573,-79407542544.53741,180146233540.55185,-56603573669.862465
8044,188201839229.72406,-32907377970.19679,199925673637.6071,-82058729203.28635,180178203083.05573,-56593187928.58011
8045,191606585559.45383,-34711540472.06672,196887979432.57852,-84335888001.06546,180212337417.4316,-56583625086.04713
8046,194638435391.23178,-37232890575.71868,193608973686.93167,-86211149333.54782,180248574996.28928,-56575099543.610214
8047,197165931618.6104,-40433336969.47467,190139005530.5336,-87662423181.14455,180286862529.24368,-56567811123.67873
8048,199042185127.10678,-44257369930.35579,186529687585.56894,-88673314623.72798,180327167742.95584,-56561958317.223274
8049,200100142168.15842,-48620470845.78563,182833416015.4326,-89233028933.56969,180369490917.36298,-56557760195.301216
8050,200150273666.2432,-53390130921.841576,179102938017.18307,-89336277736.75093,180413871681.2523,-56555491931.29706
8051,198986030786.05917,-58355853348.63454,175390954661.66974,-88983193651.75104,180460381291.66977,-56555540570.51518
8052,196409819517.93134,-63186003120.00811,171749747731.98276,-88179256679.61575,180509076967.8295,-56558484962.95484
8053,192304584405.4421,-67381195672.719795,168230821373.22577,-86935230862.69989,180559872106.88385,-56565182012.77037
8054,186780061513.63184,-70273359498.9851,164884553168.44492,-85267103019.12567,180612268872.24103,-56576768764.88899
8055,180358561014.76483,-71183448414.1053,161759851232.212,-83196004085.51921,180665017916.39197,-56594372294.3358
8056,173980554014.21686,-69791094500.5981,158903789401.9646,-80748079379.68698,180716110228.62238,-56618429411.511284
8057,168617191457.09064,-66406161872.340576,156361074748.08386,-77954317232.16812,180763494163.16907,-56648187351.72497
8058,164823448920.3434,-61761270853.88754,154173163569.38937,-74850610177.63766,180805903922.4299,-56682085673.75979
8059,162687374681.93213,-56595397240.43355,152377537357.4493,-71478194678.46992,180842957312.58694,-56718520864.43626
8060,162035938593.17062,-51446853036.89412,151007496485.54196,-67883653975.842896,180874777694.24487,-56756227738.39014
8061,162614172757.5226,-46652131642.92849,150091711663.93866,-64118436320.026474,180901666562.41446,-56794284393.1436
8062,164170800619.7601,-42407109685.888985,149653433254.841,-60238385082.48416,180923950422.1144,-56832002207.28377
8063,166485373690.15195,-38821888336.07778,149709611442.84906,-56303262000.39611,180941935954.67236,-56868827597.69336
8064,169370732782.3879,-35956996926.82282,150270022254.68768,-52376138390.13213,180955910612.3168,-56904278890.116806
8065,172667408333.36908,-33845000854.33704,151336434530.22336,-48522593320.3647,180966157824.03375,-56937911214.09694
8066,176236337911.63135,-32502896204.046272,152901857384.3068,-44809694583.99771,180972974829.48367,-56969299647.34796
8067,179951892311.7608,-31939011839.318985,154949920704.5657,-41304757351.29215,180976689163.61023,-56998033784.43933
8068,183695560558.01913,-32156584593.094482,157454450860.617,-38073892529.71266,180977672781.60184,-57023719669.19472
8069,187350082439.47086,-33155125259.289223,160379307647.90195,-35180376670.63144,180976353826.17484,-57045986844.674675
8070,190793642114.6883,-34929992104.50687,163678545081.75024,-32682897536.956577,180973226381.72427,-57064499435.38333
8071,193893698697.79416,-37470023923.61769,167296946830.94687,-30633751996.37951,180968858698.61856,-57078971084.40303
8072,196500087550.84317,-40752458013.16186,171170966500.22604,-29077092595.593468,180963900385.1767,-57089184607.1523
8073,198437307862.86526,-44733452266.541824,175230074497.9383,-28047332597.6516,180959088712.67523,-57095018814.2089
8074,199496860803.18393,-49331096792.82355,179398478887.61603,-27567823280.449238,180955252632.3345,-57096487573.73821
8075,199433305527.4909,-54395763419.184044,183597150512.68588,-27649909145.92752,180953308156.7347,-57093799984.97558
8076,197975107459.4056,-59661255969.75073,187746047444.61804,-28292444134.056217,180954225317.84995,-57087453219.199135
8077,194877609491.13626,-64676469998.08156,191766407385.40155,-29481814601.3056,180958917118.1452,-57078358296.37669
8078,190065853257.23016,-68753694396.75536,195582966994.84656,-31192466890.91226,180967963368.93008,-57067932239.12373
8079,183878982261.36472,-71062304473.17484,199125978355.56244,-33387888450.19891,180981148562.79492,-57057919692.674515
8080,177206244228.00464,-71018080579.58498,202332920451.85712,-36021953903.5738,180997201255.75302,-57049667736.44351
8081,171148376537.16507,-68710339920.35205,205149836044.1136,-39040531154.82724,181014410091.75867,-57043329501.75414
8082,166449773480.3484,-64795540670.367805,207532256288.6172,-42383244212.83721,181031664562.91965,-57038049852.08703
8083,163341442919.46384,-60034709006.25721,209445713257.79355,-45985290876.452385,181048741341.46756,-57032806969.30287
8084,161735261865.0325,-55019058866.8594,210865876603.7796,-49779216354.88387,181065945577.26404,-57026907468.34727
8085,161423402177.90146,-50137600793.94971,211778371115.881,-53696562496.41364,181083744542.54004,-57020036396.368195
8086,162180849948.43082,-45630156712.08003,212178339826.9541,-57669339212.86072,181102581312.1469,-57012150921.68854
8087,163802381008.20422,-41642102715.7787,212069818513.9696,-61631289360.155396,181122810310.0586,-57003372051.23012
8088,166110353760.0162,-38262383957.39863,211464983836.59436,-65518938141.275345,181144687364.2368,-56993908432.35883
8089,168952009774.9847,-35547020999.732056,210383330104.72897,-69272433151.31088,181168379511.46362,-56984008114.23336
8090,172193823360.24057,-33533108013.47151,208850820189.1277,-72836191815.4104,181193980390.96036,-56973928957.54816
8091,175715495605.44565,-32247041409.81278,206899045788.94284,-76159379619.60144,181221526238.11157,-56963920667.2855
8092,179404253071.3269,-31709257446.698387,204564422244.4992,-79196245825.86258,181251011114.1712,-56954214093.80398
8093,183149394522.07202,-31936731042.94132,201887434052.7636,-81906344032.95668,181282401381.40286,-56945015334.54206
8094,186836760844.71793,-32943806253.83671,198911939583.55695,-84254663732.09975,181315649972.30392,-56936503431.85722
8095,190342684185.8512,-34741407365.36671,195684537319.89435,-86211696566.01376,181350711257.25656,-56928831437.66007
8096,193526908322.23264,-37334136289.67353,192253991194.77835,-87753457854.50034,181387557460.7724,-56922131634.902565
8097,196224000403.59668,-40713985496.485535,188670709114.81885,-88861480476.28552,181426197545.12033,-56916527156.90777
8098,198233140406.3666,-44848086069.08155,184986266369.68237,-89522794629.29964,181466698819.46625,-56912154679.38466
8099,199307663633.3677,-49655678647.61722,181252964186.80185,-89729903425.41252,181509208797.74487,-56909206992.86195
8100,199150533555.76355,-54966325843.99385,177523413179.7315,-89480760653.60071,181553965984.25208,-56908010123.49141
8101,197435106332.5212,-60450292813.791405,173850132061.9846,-88778753084.59106,181601263971.7439,-56909151705.15334
8102,193897924708.41788,-65528769191.49002,170285154315.07697,-87632684684.72755,181651282784.45746,-56913646481.04084
8103,188567322038.89612,-69348928356.51538,166879640003.435,-86056752583.00262,181703669971.57697,-56922982396.02191
8104,182055440995.1172,-71038363946.32048,163683492734.1074,-84070492608.81192,181757004834.00504,-56938652137.24504
8105,175486679920.7963,-70262656080.00513,160744956336.82733,-81698660536.98659,181808932623.26434,-56961126559.70305
8106,169883253396.01157,-67447271032.345276,158110052936.8554,-78971060516.21825,181857299895.09726,-56989446860.667595
8107,165735604701.91675,-63361247204.746994,155821683324.7487,-75922565210.98882,181900951270.06787,-57021991486.94146
8108,163097255749.61264,-58689450169.6007,153918798566.6082,-72593508273.84245,181939559541.78253,-57057261917.54599
8109,161820900114.55655,-53907841968.11526,152436069794.57874,-69029769199.28824,181973192632.20395,-57094111972.12003
8110,161704943279.42682,-49318193203.01369,151403453503.46268,-65282325849.04351,182002046154.1107,-57131686482.797874
8111,162553478804.90555,-45108206375.26622,150845427580.65186,-61406720449.58326,182026337393.37405,-57169313655.707565
8112,164193527029.22495,-41396864978.092186,150780111406.6734,-57462510572.73048,182046278711.99194,-57206424740.9672
8113,166475839641.26907,-38263067427.94673,151218392253.56464,-53512601300.91165,182062081192.7317,-57242505196.343636
8114,169270469491.11188,-35762833058.03648,152163108042.8819,-49622394086.790504,182073967597.6421,-57277067981.76281
8115,172461140503.09128,-33939587361.049156,153608330044.43527,-45858728510.730194,182082186950.74768,-57309640820.19651
8116,175939590073.42746,-32830360926.1621,155538797190.59546,-42288616849.6815,182087028281.63446,-57339762203.193214
8117,179599973320.85233,-32469503911.27101,157929559758.42007,-38977790308.25808,182088833026.33575,-57366983079.156975
8118,183332982415.6222,-32890715596.164627,160745890612.1068,-35989094860.23612,182088006382.9019,-57390872528.5639
8119,187019088184.35718,-34127601493.99248,163943516048.79617,-33380794054.129322,182085028408.41443,-57411026698.045746
8120,190520076847.9407,-36212365087.24738,167469205478.99966,-31204854367.472343,182080466151.14865,-57427081273.69771
8121,193667799250.5214,-39171314518.63954,171261740020.6335,-29505304168.32161,182074988694.72614,-57438729390.59132
8122,196248962481.97757,-43014102055.788086,175253254425.53995,-28316768498.848186,182069387302.82367,-57445750057.28571
8123,197985753107.61316,-47710098230.008316,179370913847.51306,-27663285522.47695,182064601278.6918,-57448058630.6471
8124,198517224727.8866,-53138887150.09741,183538848667.2795,-27557500275.182636,182061740901.9681,-57445802756.01578
8125,197405134602.18304,-58994583850.42256,187680235940.8359,-28000301782.63948,182062064459.5309,-57439540784.567986
8126,194237987962.23413,-64639474513.49509,191719398557.9162,-28980923936.506485,182066774232.5643,-57430510837.53208
8127,188959277388.03284,-69031538342.61967,195583799561.62943,-30477481627.016426,182076400037.34512,-57420761194.90713
8128,182306409604.37228,-71103132100.29582,199205832388.3493,-32457875341.888035,182089980030.97366,-57412447290.42067
8129,175612789815.6122,-70554335594.88164,202524332549.2708,-34880982513.74973,182105416483.45685,-57406363043.82131
8130,169931210988.47708,-67956701222.0581,205485756636.98026,-37698063274.963,182121083943.81033,-57401741460.4941
8131,165678453434.50598,-64121894889.62292,208045006466.8597,-40854304331.775406,182136479200.30737,-57397408799.59375
8132,162864927409.9236,-59698889541.0405,210165911926.2001,-44290406575.82397,182151795348.516,-57392517395.520195
8133,161344798691.8491,-55120988210.11562,211821406069.79492,-47944130832.64924,182167459927.2305,-57386634192.01427
8134,160938507147.91464,-50664004377.7113,212993436306.4718,-51751740465.34629,182183909708.98862,-57379625083.109955
8135,161476389511.12747,-46505157891.4424,213672661540.76068,-55649301400.26909,182201512106.00006,-57371538772.48219
8136,162809472677.51315,-42762889895.40647,213857986815.6629,-59573817711.9498,182220548015.44934,-57362526753.07213
8137,164808733307.49017,-39521272753.10196,213555984628.14603,-63464195214.99766,182241216579.81262,-57352792678.60619
8138,167360896318.3928,-36844747830.86194,212780246730.914,-67262036773.65736,182263646731.95517,-57342560542.87993
8139,170363475872.6064,-34787177495.40283,211550703124.94025,-70912281258.99493,182287910328.42163,-57332054252.252594
8140,173719746104.99176,-33397579152.35178,209892937159.97797,-74363703444.45706,182314035435.01767,-57321484127.343925
8141,177333562887.5441,-32723858020.891388,207837518000.01248,-77569295019.57489,182342019784.932,-57311037789.5957
8142,181103608012.29663,-32815187631.526203,205419364705.2294,-80486547814.59212,182371845115.45538,-57300874113.20163
8143,184916362783.4267,-33723175129.875843,202677150119.48138,-83077659775.20546,182403493612.05103,-57291119869.30057
8144,188636794849.63354,-35501360003.50762,199652747738.83682,-85309682661.66486,182436968313.34985,-57281869782.71401
8145,192095313331.40674,-38201590779.043915,196390720761.2884,-87154628230.74425,182472320143.96204,-57273192584.43112
8146,195069175261.459,-41863747472.704,192937849514.8136,-88589547032.67415,182509684945.0669,-57265149484.73106
8147,197257195652.55344,-46490805089.942535,189342691380.20166,-89596591003.11584,182549332651.8308,-57257839749.35943
8148,198252373091.97812,-51992372426.58811,185655166223.2633,-90163067591.35947,182591720161.59134,-57251504407.12483
8149,197541290356.36166,-58068439078.64108,181926160526.1326,-90281488580.18587,182637494761.4562,-57246740150.265335
8150,194628520391.63016,-64025196643.106415,178207145375.8084,-89949609315.7175,182687267162.1414,-57244838438.993355
8151,189449545974.44803,-68698696614.98915,174549805831.7548,-89170440987.72913,182740852901.53406,-57247926083.67305
8152,182858529898.8368,-70970195107.39241,171005664997.45743,-87952205061.22932,182796375873.20227,-57258016030.62555
