uur,m1x,m1y,m2x,m2y,Mx,My
4999303,5938717403.335659,14986860384.33061,5626126069.874519,14512256194.264526,6254045208.500776,14680040863.915722
4999304,5902930209.179269,14938235570.301744,5614158489.886143,14561934127.135517,6254048446.337951,14680044832.513355
4999305,5874106176.415618,14884490247.015266,5606004161.445324,14612316142.721485,6254051260.059709,14680049024.274426
4999306,5853048304.135663,14826565790.432293,5601696263.644907,14663100519.575558,6254053611.038228,14680053402.528368
4999307,5840450236.383483,14765550043.456734,5601242947.128644,14713985515.682909,6254055466.424823,14680057923.712471
4999308,5836864718.275313,14702671118.034433,5604627723.998995,14764671378.078066,6254056800.624522,14680062537.612724
4999309,5842669778.950009,14639283443.678635,5611809381.156287,14814862399.182327,6254057596.889676,14680067187.968372
4999310,5858033896.13813,14576843762.983946,5622722718.649282,14864269811.776838,6254057848.940625,14680071813.52834
4999311,5882882906.431717,14516876707.730137,5637280325.660974,14912613644.495726,6254057562.477973,14680076349.624277
4999312,5916873236.850395,14460929153.744925,5655373767.986552,14959624165.117336,6254056756.412267,14680080730.282112
4999313,5959375418.21567,14410514011.25864,5676874771.23025,15005043428.15829,6254055463.609931,14680084890.828102
4999314,6009472021.514855,14367046307.607605,5701636577.789265,15048626708.15042,6254053730.956061,14680088770.860512
4999315,6065973388.798877,14331776229.239216,5729495421.753471,15090143751.858116,6254051618.576841,14680092317.368958
4999316,6127452701.752343,14305725279.816534,5760272076.3467245,15129379843.414436,6254049198.150096,14680095487.711842
4999317,6192299370.11261,14289632356.601383,5793773443.109396,15166136686.815817,6254046550.35267,14680098252.131655
4999318,6258786928.034771,14283915958.51072,5829794158.778448,15200233112.885918,6254043761.6246195,14680100595.515568
4999319,6325149273.16851,14288656866.791733,5868118199.637287,15231505619.557304,6254040920.540868,14680102518.196814
4999320,6389657799.578022,14303602838.38749,5908520466.008037,15259808755.824894,6254038114.141293,14680104035.724102
4999321,6450692099.189768,14328193787.427065,5950768332.171641,15285015360.96256,6254035424.564354,14680105177.670547
4999322,6506798350.01087,14361603338.266968,5994623149.499294,15307016671.50628,6254032926.26136,14680105985.675495
4999323,6556731812.608861,14402791057.080433,6039841692.990834,15325722309.072874,6254030683.960023,14680106510.986832
4999324,6599482386.3189125,14450559296.001413,6086177543.724319,15341060162.307766,6254028751.42683,14680106811.788916
4999325,6634284363.666205,14503609250.387178,6133382401.894632,15352976176.15928,6254027170.974808,14680106950.569874
4999326,6660613019.016054,14560592153.3975,6181207327.125563,15361434061.290836,6254025973.592684,14680106991.719759
4999327,6678171389.273878,14620153084.696226,6229403904.5522995,15366414935.799667,6254025179.5375,14680106999.477993
4999328,6686870663.612496,14680966309.848269,6277725336.769902,15367916910.54024,6254024799.229845,14680107036.280798
4999329,6686807207.185881,14741762195.33273,6325927463.113677,15365954628.26254,6254024834.30933,14680107161.506243
4999330,6678238620.998449,14801346498.025444,6373769708.8568945,15360558765.432812,6254025278.7372,14680107430.579086
4999331,6661560562.070829,14858613238.482746,6421015967.696236,15351775503.858332,6254026119.864845,14680107894.37833
4999332,6637285427.466776,14912552512.191101,6467435420.986584,15339665976.701342,6254027339.416208,14680108598.88363
4999333,6606023498.525728,14962254560.371267,6512803295.059224,15324305689.460543,6254028914.35597,14680109584.998379
4999334,6568466764.608749,15006911288.18846,6556901547.5266905,15305783912.272661,6254030817.633448,14680110888.493614
4999335,6525375395.912241,15045816227.158752,6599519439.312715,15284203060.958607,6254033018.804706,14680112540.02545
4999336,6477566652.002904,15078363658.39197,6640453960.517752,15259678259.608944,6254035484.54375,14680114565.187395
4999337,6425905615.899329,15104047430.827133,6679510606.202387,15232337292.189466,6254038179.058956,14680116984.56719
4999338,6371297324.068034,15122460564.795748,6716504540.490854,15202319809.379004,6254041064.433991,14680119813.78552
4999339,6314680570.387577,15133295780.932203,6751260840.783414,15169776195.150621,6254044100.913221,14680123063.499794
4999340,6257022459.545279,15136346717.18345,6783614702.7205515,15134867049.720783,6254047247.15284,14680126739.359938
4999341,6199313061.579942,15131510311.77809,6813411899.039377,15097762731.997704,6254050460.460819,14680130841.907831
4999342,6142559768.063905,15118790506.927773,6840509271.137017,15058642827.980286,6254053697.050079,14680135366.416454
4999343,6087780829.327206,15098303241.39575,6864775200.298209,15017695581.825642,6254056912.3307,14680140302.669329
4999344,6035997487.130572,15070282599.455868,6886090059.907705,14975117307.687817,6254060061.268723,14680145634.686022
4999345,5988224081.058409,15035087853.054905,6904346654.232665,14931111786.025333,6254063098.84064,14680151340.406015
4999346,5945455488.622151,14993210959.867731,6919450647.341302,14885889642.980064,6254065980.613614,14680157391.351542
4999347,5908651274.544623,14945283857.811026,6931320983.881498,14839667709.645262,6254068663.48076,14680163752.300514
4999348,5878716001.196994,14892084625.905872,6939890302.094605,14792668357.336308,6254071106.577284,14680170381.013409
4999349,5856475325.17664,14834541272.055119,6945105338.358616,14745118804.675573,6254073272.395139,14680177228.072533
4999350,5842647815.054483,14773731588.237156,6946927321.590881,14697250392.196735,6254075128.099292,14680184236.907188
4999351,5837812910.2536,14710877236.542978,6945332354.920808,14649297820.20143,6254076647.025914,14680191344.091253
4999352,5842376121.731709,14647330080.489838,6940311781.136507,14601498345.745588,6254077810.310779,14680198480.00673
4999353,5856533433.896473,14584548869.837654,6931872527.505494,14554090934.89295,6254078608.555767,14680205569.96238
4999354,5880237821.828975,14524064852.027615,6920037424.667404,14507315366.753326,6254079043.396493,14680212535.834703
4999355,5913171681.208787,14467435824.735416,6904845493.399534,14461411286.329742,6254079128.792482,14680219298.254148
4999356,5954729528.910291,14416189587.210604,6886352192.167141,14416617203.839693,6254078891.835017,14680225779.29157
4999357,6004015275.806297,14371759574.15455,6864629617.488373,14373169438.964104,6254078372.870407,14680231905.513973
4999358,6059857454.141586,14335417361.524635,6839766648.255151,14331301009.437666,6254077624.779748,14680237611.18886
4999359,6120843927.713904,14308208255.702564,6811869024.216797,14291240464.583601,6254076711.343491,14680242841.344877
4999360,6185375032.243241,14290896809.23886,6781059347.762415,14253210665.97132,6254075704.740636,14680247554.366652
4999361,6251731291.458505,14283928486.38754,6747476996.782772,14217427519.810404,6254074682.364252,14680251723.830847
4999362,6318149513.982958,14287411796.928507,6711277934.894824,14184098670.497417,6254073723.245186,14680255339.379984
4999363,6382899820.10801,14301122395.495144,6672634407.425536,14153422176.127989,6254072904.43491,14680258406.563013
4999364,6444356285.273389,14324527578.038528,6631734544.829651,14125585204.922983,6254072297.691101,14680260945.715494
4999365,6501055281.294495,14356827093.328756,6588782025.057945,14100762700.041323,6254071966.740667,14680262990.07279
4999366,6551738033.773546,14397004857.909546,6543995689.411591,14079115578.31363,6254071965.28673,14680264583.381937
4999367,6595376785.581566,14443885289.971106,6497608292.94953,14060789015.349453,6254072335.808985,14680265777.293962
4999368,6631185191.739615,14496188556.586311,6449865284.928407,14045911479.810776,6254073109.105364,14680266628.788403
4999369,6658615446.635918,14552581217.973793,6401023831.142908,14034593545.011513,6254074304.451949,14680267197.820055
4999370,6677345718.95809,14611719740.520409,6351351601.461429,14026926570.288336,6254075930.224944,14680267545.30463
4999371,6687261255.35485,14672285705.987995,6301125330.389949,14022981465.70528,6254077984.826325,14680267731.493053
4999372,6688432104.549109,14733012741.69579,6250629199.675549,14022807583.309635,6254080457.773038,14680267814.732183
4999373,6681089819.7079735,14792705949.077337,6200153064.121364,14026431752.071453,6254083330.838239,14680267850.574924
4999374,6665604839.018805,14850255009.76368,6149990535.237484,14033857475.626005,6254086579.164218,14680267891.183743
4999375,6642465638.447533,14904642290.375916,6100436938.946124,14045064313.673744,6254090172.295108,14680267984.9649
4999376,6612260252.977184,14954947236.075182,6051787167.137741,14060007467.534122,6254094075.100814,14680268176.37218
4999377,6575660387.052009,15000348212.999262,6004333446.750894,14078617588.474892,6254098248.58119,14680268505.825039
4999378,6533408070.87626,15040122786.499674,5958363053.688688,14100800824.44867,6254102650.551797,14680269009.69431
4999379,6486304644.981073,15073647241.851006,5914156002.028127,14126439116.99076,6254107236.220722,14680269720.317266
4999380,6435201746.875957,15100395987.186556,5871982741.43936,14155390755.43541,6254111958.670973,14680270666.011702
4999381,6380993908.480815,15119941333.549356,5832101897.358388,14187491190.459196,6254116769.265983,14680271871.065702
4999382,6324612333.206298,15131954025.100193,5794758089.1313305,14222554103.446047,6254121617.997641,14680273355.685656
4999383,6267019393.238632,15136204789.788448,5760179860.993484,14260372722.495832,6254126453.797565,14680275135.889996
4999384,6209203361.184349,15132567090.28431,5728577759.332785,14300721370.291378,6254131224.833656,14680277223.340601
4999385,6152172859.949477,15121021167.92735,5700142587.239949,14343357223.727724,6254135878.81542,14680279625.107994
4999386,6096950478.451017,15101659378.79787,5675043863.951168,14388022260.41923,6254140363.333371,14680282343.370996
4999387,6044564960.303475,15074692709.761648,5653428512.595768,14434445363.147831,6254144626.259813,14680285375.056873
4999388,5996041334.471158,15040458222.044188,5635419794.9111805,14482344550.19098,6254148616.240227,14680288711.434637
4999389,5952388333.317346,14999426989.735903,5621116506.679047,14531429297.42788,6254152283.305715,14680292337.682743
4999390,5914582453.896915,14952211872.4776,5610592443.345669,14581402917.206844,6254155579.636586,14680296232.463156
4999391,5883548089.961722,14899574183.81783,5603896143.405208,14631964958.493591,6254158460.503822,14680300367.546835
4999392,5860133329.403165,14842428001.731579,5601050921.264174,14682813587.589485,6254160885.407209,14680304707.550684
4999393,5845081320.288781,14781840559.400948,5602055203.776925,14733647869.418829,6254162819.414326,14680309209.861467
4999394,5838997686.418912,14719026928.833616,5606883019.0480585,14784169754.021729,6254164234.681593,14680313824.835766
4999395,5842315411.456589,14655336777.08097,5615484033.769371,14834086076.927654,6254165112.105866,14680318496.372627
4999396,5855258548.358451,14592230809.309784,5627784332.441719,14883111369.438843,6254165443.012546,14680323162.951084
4999397,5877807547.15056,14531246427.28804,5643688255.668116,14930969670.576221,6254165230.740747,14680327759.200422
4999398,5909670896.753692,14473951815.116432,5663079656.280895,14977395891.416906,6254164491.946062,14680332218.026388
4999399,5950267177.502095,14421889110.704035,5685823125.882847,15022137284.219591,6254163257.414136,14680336473.248354
4999400,5998721759.060723,14376509592.240305,5711765383.950574,15064954798.900331,6254161572.180935,14680340462.615112
4999401,6053881568.725599,14339105657.485592,5740736774.7929945,15105624258.530848,6254159494.799903,14680344130.976171
4999402,6114349464.585922,14310745866.077597,5772552827.128958,15143937349.050785,6254157095.684933,14680347433.313608
4999403,6178537132.555927,14292219925.604647,5807015846.156667,15179702429.035337,6254154454.580799,14680350337.310518
4999404,6244732610.800467,14283999852.339563,5843916515.018493,15212745167.776917,6254151657.344989,14680352825.162634
4999405,6311176214.650674,14286221605.041553,5883035486.504423,15242909021.410315,6254148792.334457,14680354894.430595
4999406,6376137408.111169,14298688659.77613,5924144948.789267,15270055558.073418,6254145946.748498,14680356557.863491
4999407,6437985353.740243,14320895944.84563,5967010151.617681,15294064644.114054,6254143203.270098,14680357842.26779
4999408,6495247353.185938,14352070015.976536,6011390881.8213415,15314834504.069128,6254140637.278443,14680358786.61519
4999409,6546651689.01118,14391219840.14119,6057042879.410001,15332281667.534502,6254138314.796992,14680359439.65411
4999410,6591153865.9750805,14437192231.323832,6103719187.7110815,15346340816.11921,6254136291.224425,14680359857.304766
4999411,6627947376.739398,14488726662.30836,6151171433.115037,15356964543.457314,6254134610.795655,14680360100.08583
4999412,6656461559.537771,14544505480.28839,6199151031.888953,15364123040.765274,6254133306.652126,14680360230.75926
