uur,vx_c,x_c,y_c,vx_b,x_b,y_b,vx_ster,x_ster,y_ster
994920,15142.504194208885,22316655269435.8,-7031507440945.41,41136.38460460036,22288690980018.805,-7006069400493.546,-43.52413243096864,22293086646400.113,-7034952292806.277
994921,6563.242513397168,22317311593687.14,-7035327950166.697,42006.6719791114,22292891647216.715,-7005427822716.865,-32.82507973000149,22293083363892.14,-7034956144525.2705
994922,-1811.492274792481,22317130444459.66,-7039134128622.886,42047.0756179891,22297096354778.516,-7005349870257.151,-17.632418890696872,22293081600650.25,-7034956714835.833
994923,-9941.450759089137,22316136299383.75,-7042797644042.543,41310.89447066967,22301227444225.582,-7005817525644.147,1.666892170050879,22293081767339.47,-7034954345921.128
994924,-17787.500441520206,22314357549339.598,-7046192781203.38,39868.54577059906,22305214298802.64,-7006802393401.596,24.587489347291374,22293084226088.402,-7034949436049.193
994925,-25290.21277038507,22311828528062.56,-7049189879954.702,37800.96916723394,22308994395719.363,-7008267858075.72,50.5448605781294,22293089280574.46,-7034942438997.797
994926,-32345.55755835079,22308593972306.723,-7051648942502.047,35193.91166909292,22312513786886.273,-7010171152909.618,78.84410534360737,22293097164984.996,-7034933863691.84
994927,-38769.99442073971,22304716972864.65,-7053413234626.569,32133.40121056688,22315727127007.332,-7012465221938.974,108.64218321338942,22293108029203.316,-7034924275064.3125
994928,-44244.59037169559,22300292513827.48,-7054303405612.557,28702.468127782617,22318597373820.11,-7015100312875.521,138.86419601059507,22293121915622.918,-7034914295541.5205
994929,-48223.781888630365,22295470135638.617,-7054114457446.24,24979.008864286257,22321095274706.54,-7018025281250.629,168.04782669011237,22293138720405.586,-7034904602973.323
994930,-49795.2573963648,22290490609898.98,-7052622464476.265,21034.60084412291,22323198734790.953,-7021188616168.942,194.09213925701334,22293158129619.51,-7034895912232.733
994931,-47511.21135670511,22285739488763.31,-7049618386775.156,16934.05312206002,22324892140103.16,-7024539215909.63,213.94931500805086,22293179524551.01,-7034888908365.635
994932,-39369.64642839337,22281802524120.47,-7045003978650.145,12735.49165435908,22326165689268.598,-7028026950134.952,223.58970281140992,22293201883521.293,-7034884066587.486
994933,-23553.35407287828,22279447188713.18,-7038986063542.682,8490.808573163733,22327014770125.914,-7031603047482.66,219.36069534531939,22293223819590.83,-7034881292072.576
994934,-767.0472424526488,22279370483988.934,-7032289401833.035,4246.32860894928,22327439402986.81,-7035220345301.154,202.28879894018638,22293244048470.723,-7034879526296.387
994935,23480.057402685423,22281718489729.203,-7026045265392.911,43.548512752751776,22327443757838.082,-7038833434422.443,182.28077009770354,22293262276547.734,-7034876951478.465
994936,41953.680017299135,22285913857730.934,-7021213873788.247,-4080.1653325123652,22327035741304.832,-7042398728482.748,172.44589728868237,22293279521137.465,-7034872054290.92
994937,51645.381478583,22291078395878.793,-7018178015133.889,-8090.907205650039,22326226650584.266,-7045874484611.757,178.12800379100196,22293297333937.844,-7034864374458.229
994938,53941.09712563134,22296472505591.355,-7016860919166.35,-11957.513722259559,22325030899212.04,-7049220797503.225,196.59072197446588,22293316993010.043,-7034854287620.28
994939,51409.58699126499,22301613464290.48,-7016994338827.162,-15650.8290977149,22323465816302.266,-7052399583345.734,222.9302060871733,22293339286030.652,-7034842511507.706
994940,46081.80063135355,22306221644353.617,-7018280314499.251,-19143.028778136068,22321551513424.453,-7055374566777.184,253.24129611797298,22293364610160.266,-7034829807980.709
994941,39229.06831449124,22310144551185.066,-7020450902342.393,-22407.02970338839,22319310810454.113,-7058111282312.588,285.02272181802897,22293393112432.45,-7034816872975.982
994942,31579.354479136957,22313302486632.98,-7023279779711.698,-25415.984977135784,22316769211956.4,-7060577100659.294,316.7757072319077,22293424790003.17,-7034804314970.21
994943,23534.421404928366,22315655928773.473,-7026577235265.3955,-28142.8573517294,22313954926221.227,-7062741289786.711,347.60136078104887,22293459550139.25,-7034792663851.987
994944,15312.239717756858,22317187152745.25,-7030181172148.02,-30560.07194231001,22310898919026.996,-7064575120478.162,376.9362570874235,22293497243764.957,-7034782386878.274
994945,7030.8000617617145,22317890232751.426,-7033948193412.37,-32639.256120779377,22307634993414.918,-7066052026216.507,404.39649412526876,22293537683414.37,-7034773904160.461
994946,-1242.9259791847708,22317765940153.508,-7037745658819.446,-34351.082154343734,22304199885199.484,-7067147827457.477,429.6865630953547,22293580652070.68,-7034767601982.859
994947,-9462.251747176035,22316819714978.79,-7041444553013.939,-35665.23598356034,22300633361601.13,-7067841030399.521,452.54253999304024,22293625906324.68,-7034763844189.1
994948,-17577.620833730085,22315061952895.418,-7044912708420.656,-36550.54371939318,22296978307229.19,-7068113209969.848,472.69016734736584,22293673175341.414,-7034762982420.73
994949,-25513.250228648834,22312510627872.555,-7048007888884.845,-36975.295656708455,22293280777663.52,-7067949485496.739,489.8037226566369,22293722155713.68,-7034765366068.429
994950,-33135.8583522153,22309197042037.332,-7050570351717.846,-36907.81486709916,22289589996176.81,-7067339094824.628,503.45173924197564,22293772500887.605,-7034771352606.464
994951,-40205.15672004708,22305176526365.33,-7052414907114.562,-36317.322223462485,22285958263954.46,-7066276067552.138,513.0108677481848,22293823801974.38,-7034781318271.483
994952,-46290.57295256936,22300547469070.07,-7053323715530.817,-35175.15197510538,22282440748756.95,-7064759989243.143,517.5195789005106,22293875553932.27,-7034795666847.755
994953,-50633.79301718223,22295484089768.35,-7053044511498.516,-33456.38460257009,22279095110296.69,-7062796833782.549,515.4344914469763,22293927097381.414,-7034814828054.71
